tier,source_tools,source_commands,combined_command_template,combination_description,is_valid_combination,category,input_nl,target_command
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Power,select every third line and search in current dir,awk 'NR%3==1' log.txt | rg error
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Direct,keep every third line from the file and filter for mac,awk 'NR%3==1' data.txt | rg mac
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Noob,"i only want the 3rd, 6th, 9th lines and look for it",awk 'NR%3==1' list.txt | rg apple
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,ChatGPT-style,can you filter a file to keep every third line and find a match?,awk 'NR%3==1' text.txt | rg secret
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Broken English,every third line look for code,awk 'NR%3==1' src.txt | rg python
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Lazy,awk step 3 rg term,awk 'NR%3==1' report.txt | rg bug
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Power,pipe filtered output to recursive grep search,awk 'NR%3==1' history.txt | rg ssh
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Direct,show every third line of the file and search for it,awk 'NR%3==1' file.txt | rg user
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Noob,how do i get every 3rd line and find the word?,awk 'NR%3==1' notes.txt | rg todo
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,ChatGPT-style,what command can I use to filter a file and search it?,awk 'NR%3==1' src.txt | rg http
T1xT1,awk+rg,awk 'NR%3==1' path/to/file | rg pattern,awk 'NR%3==1' path/to/file | rg pattern,"filter a file to keep every third line, then search the result for a specific pattern",True,Broken English,check every third line for data,awk 'NR%3==1' info.txt | rg email
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Lazy,awk lsof,awk 'NR%3==1' /var/log/system.log | lsof -p $(awk 'NR%3==1' /var/log/system.log)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Power,filter process IDs by line number and inspect file descriptors,awk 'NR%3==1' /etc/hosts | xargs lsof -p
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Direct,find the process id from every third line of a file and open the files for that process,awk 'NR%3==1' /tmp/data.txt | lsof -p $(awk 'NR%3==1' /tmp/data.txt)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Noob,i need to get the pid from a specific line and see what files are open for it,awk 'NR%3==1' /usr/local/bin/script.sh | lsof -p $(awk 'NR%3==1' /usr/local/bin/script.sh)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,ChatGPT-style,can you extract a process id from a file and then list the files it has open?,awk 'NR%3==1' /Users/test/.bash_profile | lsof -p $(awk 'NR%3==1' /Users/test/.bash_profile)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Broken English,awk get pid third line then lsof open files,awk 'NR%3==1' /dev/null | lsof -p $(awk 'NR%3==1' /dev/null)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Lazy,awk lsof pid,awk 'NR%3==1' /etc/services | lsof -p $(awk 'NR%3==1' /etc/services)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Power,parse pids on lines divisible by three and check open files,awk 'NR%3==1' /tmp/config | lsof -p $(awk 'NR%3==1' /tmp/config)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Direct,show files opened by the process id found on every third line of a text file,awk 'NR%3==1' /var/log/auth.log | lsof -p $(awk 'NR%3==1' /var/log/auth.log)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Noob,how do i take a line number and check the files that process is using,awk 'NR%3==1' /tmp/test | lsof -p $(awk 'NR%3==1' /tmp/test)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,ChatGPT-style,what is the best way to grab a process id from a file and then list its open files?,awk 'NR%3==1' /usr/share/dict/words | lsof -p $(awk 'NR%3==1' /usr/share/dict/words)
T1xT1,awk+lsof,awk 'NR%3==1' path/to/file | lsof -p PID,awk 'NR%3==1' path/to/file | lsof -p $(awk 'NR%3==1' path/to/file),extract a specific process ID from a file using awk and then list the files opened by that process using lsof,True,Broken English,awk third line pid then check files,awk 'NR%3==1' /dev/tty | lsof -p $(awk 'NR%3==1' /dev/tty)
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Lazy,awk podman images,awk 'NR%3==1' file.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Power,select every third line and list images,awk 'NR%3==1' data.csv | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Direct,get every third line from the log file and find the matching podman image,awk 'NR%3==1' server.log | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Noob,how can i grab every third line from my text file and then see which docker images have those names?,awk 'NR%3==1' notes.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,ChatGPT-style,please select every third line from the dataset and show me the corresponding podman images,awk 'NR%3==1' report.csv | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Broken English,show every third line then images,awk 'NR%3==1' temp.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Lazy,awk podman images,awk 'NR%3==1' input.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Power,filter every third line and pipe to images,awk 'NR%3==1' config.yaml | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Direct,output every third line of the list and display the podman images,awk 'NR%3==1' items.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Noob,i need to grab every third line from this file and check what images exist for them,awk 'NR%3==1' misc.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,ChatGPT-style,could you extract every third line from the source and retrieve the related podman images?,awk 'NR%3==1' sources.txt | xargs podman images
T1xT1,awk+podman,awk 'NR%3==1' path/to/file | podman images,awk 'NR%3==1' path/to/file | xargs podman images,select every third line from a file and pass the result as arguments to list podman images,True,Broken English,line every three then images,awk 'NR%3==1' test.txt | xargs podman images
T1xT1,awk+rsync,awk 'NR%3==1' path/to/file | rsync path/to/source path/to/destination,awk 'NR%3==1' ~/logs/server.log | rsync -a -e ssh ~/backup/remote_server:/tmp/,filter a log file by every third line and then transfer the filtered output to a remote server,True,Lazy,awk rsync log,awk 'NR%3==1' ~/data.csv | rsync -a /tmp/ dest/
T1xT1,awk+rsync,awk 'NR%3==1' path/to/file | rsync path/to/source path/to/destination,awk 'NR%3==1' ~/logs/server.log | rsync -a -e ssh ~/backup/remote_server:/tmp/,filter a log file by every third line and then transfer the filtered output to a remote server,True,Power,"extract lines 1,4,7 from logs and sync to remote",awk 'NR%3==1' /var/log/syslog | rsync -a --progress /backup/ user@host:/var/log/
T1xT1,awk+rsync,awk 'NR%3==1' path/to/file | rsync path/to/source path/to/destination,awk 'NR%3==1' ~/logs/server.log | rsync -a -e ssh ~/backup/remote_server:/tmp/,filter a log file by every third line and then transfer the filtered output to a remote server,True,Direct,get every third line from the system log and copy it to an external drive,awk 'NR%3==1' /var/log/system.log | rsync -a /mnt/backup/ /external/
T1xT1,awk+rsync,awk 'NR%3==1' path/to/file | rsync path/to/source path/to/destination,awk 'NR%3==1' ~/logs/server.log | rsync -a -e ssh ~/backup/remote_server:/tmp/,filter a log file by every third line and then transfer the filtered output to a remote server,True,Noob,can you get every third line from this text file and send it to my server?,awk 'NR%3==1' notes.txt | rsync -a -e ssh user@remote:/home/user/
T1xT1,awk+rsync,awk 'NR%3==1' path/to/file | rsync path/to/source path/to/destination,awk 'NR%3==1' ~/logs/server.log | rsync -a -e ssh ~/backup/remote_server:/tmp/,filter a log file by every third line and then transfer the filtered output to a remote server,True,ChatGPT-style,what is the best way to process a text file and send the results to another computer?,awk 'NR%3==1' data.txt | rsync -a /source/ /dest/
T1xT1,awk+rsync,awk 'NR%3==1' path/to/file | rsync path/to/source path/to/destination,awk 'NR%3==1' ~/logs/server.log | rsync -a -e ssh ~/backup/remote_server:/tmp/,filter a log file by every third line and then transfer the filtered output to a remote server,True,Broken English,show lines 1 4 7 then send to backup,awk 'NR%3==1' file.txt | rsync -a /tmp/ dest_dir/
